time,shoulder_pan_joint_position,shoulder_pan_joint_velocity,shoulder_pan_joint_effort,shoulder_lift_joint_position,shoulder_lift_joint_velocity,shoulder_lift_joint_effort,elbow_joint_position,elbow_joint_velocity,elbow_joint_effort,wrist_1_joint_position,wrist_1_joint_velocity,wrist_1_joint_effort,wrist_2_joint_position,wrist_2_joint_velocity,wrist_2_joint_effort,wrist_3_joint_position,wrist_3_joint_velocity,wrist_3_joint_effort,force_x,force_y,force_z,torque_x,torque_y,torque_z
2024-08-03 22:00:28.448059,7.112527611585762e-05,0.0010754442726739327,0.0,-1.5699941928081855,-0.0031726936835792326,0.0,-1.4513478232558441e-05,0.0013971092917587518,0.0,-1.569979337221925,4.763874706021438e-05,0.0,-2.06404540286087e-05,-0.0010753497670534145,0.0,-1.810029194171392e-05,-0.00034034625505162267,0.0,,,,,,
2024-08-03 22:00:28.448319,7.11252761167458e-05,0.0010754442727002034,0.0,-1.5699941928081855,-0.0031726936835846198,0.0,-1.4513478232558441e-05,0.0013971092918075778,0.0,-1.569979337221925,4.763874730644873e-05,0.0,-2.0640454030385058e-05,-0.001075349767208918,0.0,-1.8100291942602098e-05,-0.0003403462555363455,0.0,,,,,,
2024-08-03 22:00:28.448486,7.11252761167458e-05,0.0010754442726907643,0.0,-1.5699941928081864,-0.0031726936835586306,0.0,-1.451347823344662e-05,0.0013971092917144227,0.0,-1.569979337221925,4.763874731623745e-05,0.0,-2.06404540286087e-05,-0.0010753497671826574,0.0,-1.810029194171392e-05,-0.00034034625525977333,0.0,,,,,,
2024-08-03 22:00:28.448633,7.11252761167458e-05,0.0010754442727173687,0.0,-1.5699941928081864,-0.003172693683586661,0.0,-1.4513478231670263e-05,0.001397109291840202,0.0,-1.569979337221926,4.763874709844509e-05,0.0,-2.06404540286087e-05,-0.0010753497670813496,0.0,-1.810029194082574e-05,-0.0003403462551979417,0.0,,,,,,
2024-08-03 22:00:28.448792,7.11252761167458e-05,0.0010754442726935562,0.0,-1.5699941928081855,-0.0031726936835468475,0.0,-1.4513478232558441e-05,0.0013971092916541103,0.0,-1.5699793372219242,4.763874732022894e-05,0.0,-2.064045402949688e-05,-0.0010753497671759172,0.0,-1.810029194171392e-05,-0.0003403462552535229,0.0,,,,,,
2024-08-03 22:00:28.448938,7.11252761167458e-05,0.001075444272701359,0.0,-1.5699941928081864,-0.0031726936835980127,0.0,-1.451347823344662e-05,0.0013971092918332116,0.0,-1.569979337221925,4.763874718715082e-05,0.0,-2.0640454030385058e-05,-0.0010753497671130454,0.0,-1.810029194171392e-05,-0.0003403462551804637,0.0,,,,,,
2024-08-03 22:00:28.449082,7.11252761167458e-05,0.0010754442726993686,0.0,-1.5699941928081864,-0.0031726936835473714,0.0,-1.451347823344662e-05,0.0013971092916840516,0.0,-1.569979337221925,4.7638747188893027e-05,0.0,-2.06404540286087e-05,-0.0010753497670699954,0.0,-1.810029194171392e-05,-0.0003403462551360675,0.0,,,,,,
2024-08-03 22:00:28.449225,7.11252761167458e-05,0.0010754442727400773,0.0,-1.5699941928081855,-0.003172693683574501,0.0,-1.451347823344662e-05,0.001397109291869284,0.0,-1.569979337221925,4.7638747000336066e-05,0.0,-2.0640454030385058e-05,-0.0010753497670880682,0.0,-1.8100291942602098e-05,-0.00034034625515827965,0.0,,,,,,
2024-08-03 22:00:28.449367,7.11252761167458e-05,0.00107544427272018,0.0,-1.5699941928081855,-0.003172693683506099,0.0,-1.451347823344662e-05,0.0013971092917169818,0.0,-1.569979337221925,4.7638747220637816e-05,0.0,-2.06404540286087e-05,-0.001075349767114296,0.0,-1.810029194171392e-05,-0.00034034625531729795,0.0,,,,,,
2024-08-03 22:00:28.449508,7.11252761167458e-05,0.0010754442727179203,0.0,-1.5699941928081855,-0.0031726936835820476,0.0,-1.4513478234334798e-05,0.0013971092917069898,0.0,-1.569979337221925,4.7638747287956145e-05,0.0,-2.06404540286087e-05,-0.0010753497672579485,0.0,-1.810029194171392e-05,-0.00034034625507032093,0.0,,,,,,
2024-08-03 22:00:28.455133,7.112527611763397e-05,0.001075444272726267,0.0,-1.5699941928081855,-0.003172693683579127,0.0,-1.451347823344662e-05,0.0013971092917796414,0.0,-1.569979337221925,4.763874720208148e-05,0.0,-2.064045402949688e-05,-0.0010753497672488627,0.0,-1.810029194171392e-05,-0.00034034625512517516,0.0,,,,,,
2024-08-03 22:00:28.466671,7.11252761167458e-05,0.0010754442727546395,0.0,-1.5699941928081855,-0.003172693683566997,0.0,-1.4513478232558441e-05,0.0013971092916793158,0.0,-1.569979337221925,4.76387472647784e-05,0.0,-2.06404540286087e-05,-0.0010753497672950003,0.0,-1.810029194171392e-05,-0.000340346255235295,0.0,,,,,,
2024-08-03 22:00:28.475130,7.11252761167458e-05,0.0010754442727106382,0.0,-1.5699941928081873,-0.003172693683567142,0.0,-1.4513478231670263e-05,0.001397109291767031,0.0,-1.569979337221925,4.763874712035573e-05,0.0,-2.064045402949688e-05,-0.0010753497671593868,0.0,-1.810029194171392e-05,-0.0003403462551289922,0.0,,,,,,
2024-08-03 22:00:28.485608,7.11252761167458e-05,0.0010754442727708721,0.0,-1.5699941928081873,-0.0031726936835338375,0.0,-1.451347823344662e-05,0.0013971092916898898,0.0,-1.569979337221925,4.763874713550008e-05,0.0,-2.06404540286087e-05,-0.0010753497671793409,0.0,-1.810029194171392e-05,-0.00034034625514128933,0.0,,,,,,
2024-08-03 22:00:28.495005,7.11252761167458e-05,0.0010754442727531452,0.0,-1.5699941928081855,-0.0031726936835965456,0.0,-1.451347823344662e-05,0.0013971092918274954,0.0,-1.569979337221925,4.763874727618561e-05,0.0,-2.06404540286087e-05,-0.0010753497672145865,0.0,-1.8100291942602098e-05,-0.0003403462553521283,0.0,,,,,,
2024-08-03 22:00:28.505396,7.112527611763397e-05,0.0010754442727128992,0.0,-1.5699941928081855,-0.0031726936835585156,0.0,-1.451347823344662e-05,0.0013971092917763515,0.0,-1.569979337221925,4.763874719608443e-05,0.0,-2.06404540286087e-05,-0.0010753497671770484,0.0,-1.810029194171392e-05,-0.00034034625517486794,0.0,,,,,,
