time,shoulder_pan_joint_position,shoulder_pan_joint_velocity,shoulder_pan_joint_effort,shoulder_lift_joint_position,shoulder_lift_joint_velocity,shoulder_lift_joint_effort,elbow_joint_position,elbow_joint_velocity,elbow_joint_effort,wrist_1_joint_position,wrist_1_joint_velocity,wrist_1_joint_effort,wrist_2_joint_position,wrist_2_joint_velocity,wrist_2_joint_effort,wrist_3_joint_position,wrist_3_joint_velocity,wrist_3_joint_effort,force_x,force_y,force_z,torque_x,torque_y,torque_z
2024-08-03 22:00:59.482219,7.112527611763397e-05,0.001075444272691533,0.0,-1.5699941928081855,-0.003172693683608347,0.0,-1.4513478232558441e-05,0.0013971092917418899,0.0,-1.569979337221925,4.76387471339307e-05,0.0,-2.06404540286087e-05,-0.0010753497671301803,0.0,-1.810029194171392e-05,-0.00034034625514663727,0.0,,,,,,
2024-08-03 22:00:59.482430,7.11252761167458e-05,0.001075444272733618,0.0,-1.5699941928081855,-0.0031726936835319046,0.0,-1.451347823344662e-05,0.0013971092916784797,0.0,-1.569979337221925,4.7638747251705195e-05,0.0,-2.06404540286087e-05,-0.0010753497670874614,0.0,-1.810029194171392e-05,-0.0003403462553417042,0.0,,,,,,
2024-08-03 22:00:59.482590,7.11252761167458e-05,0.0010754442727359003,0.0,-1.5699941928081855,-0.0031726936835484226,0.0,-1.451347823344662e-05,0.0013971092917084995,0.0,-1.569979337221925,4.763874743396446e-05,0.0,-2.0640454030385058e-05,-0.0010753497671345425,0.0,-1.810029194171392e-05,-0.0003403462553579872,0.0,,,,,,
2024-08-03 22:00:59.482742,7.11252761167458e-05,0.0010754442727193918,0.0,-1.5699941928081855,-0.0031726936835507888,0.0,-1.451347823344662e-05,0.0013971092917395853,0.0,-1.569979337221925,4.763874711780742e-05,0.0,-2.06404540286087e-05,-0.0010753497671558171,0.0,-1.810029194171392e-05,-0.0003403462551496325,0.0,,,,,,
2024-08-03 22:00:59.483124,7.11252761167458e-05,0.0010754442726701452,0.0,-1.5699941928081864,-0.0031726936835685038,0.0,-1.4513478232558441e-05,0.0013971092916374656,0.0,-1.569979337221925,4.7638747481851935e-05,0.0,-2.06404540286087e-05,-0.00107534976706811,0.0,-1.8100291942602098e-05,-0.00034034625531512467,0.0,,,,,,
2024-08-03 22:00:59.483451,7.11252761167458e-05,0.0010754442727103845,0.0,-1.5699941928081864,-0.0031726936835514215,0.0,-1.451347823344662e-05,0.001397109291749526,0.0,-1.569979337221925,4.7638746975464034e-05,0.0,-2.06404540286087e-05,-0.0010753497670627796,0.0,-1.810029194082574e-05,-0.00034034625499627133,0.0,,,,,,
2024-08-03 22:00:59.483646,7.112527611763397e-05,0.0010754442726845239,0.0,-1.5699941928081855,-0.0031726936836303805,0.0,-1.4513478234334798e-05,0.001397109291803418,0.0,-1.569979337221925,4.763874702182192e-05,0.0,-2.06404540286087e-05,-0.0010753497670467627,0.0,-1.8100291942602098e-05,-0.00034034625506284123,0.0,,,,,,
2024-08-03 22:00:59.483802,7.11252761167458e-05,0.0010754442726894902,0.0,-1.5699941928081873,-0.003172693683541286,0.0,-1.451347823344662e-05,0.001397109291752388,0.0,-1.569979337221925,4.763874720941318e-05,0.0,-2.06404540286087e-05,-0.001075349767139846,0.0,-1.810029194171392e-05,-0.00034034625535559187,0.0,,,,,,
2024-08-03 22:00:59.483954,7.11252761167458e-05,0.001075444272709036,0.0,-1.5699941928081855,-0.0031726936836073564,0.0,-1.451347823344662e-05,0.0013971092917538655,0.0,-1.569979337221925,4.763874722623967e-05,0.0,-2.06404540286087e-05,-0.0010753497672088322,0.0,-1.810029194171392e-05,-0.0003403462552327893,0.0,,,,,,
2024-08-03 22:00:59.484127,7.11252761167458e-05,0.001075444272720334,0.0,-1.5699941928081873,-0.003172693683565864,0.0,-1.4513478232558441e-05,0.0013971092918038952,0.0,-1.569979337221925,4.763874726830444e-05,0.0,-2.06404540286087e-05,-0.00107534976716765,0.0,-1.8100291942602098e-05,-0.00034034625531132834,0.0,,,,,,
2024-08-03 22:00:59.484287,7.11252761167458e-05,0.001075444272685776,0.0,-1.5699941928081864,-0.0031726936835391583,0.0,-1.451347823344662e-05,0.001397109291785137,0.0,-1.569979337221926,4.763874701154715e-05,0.0,-2.06404540286087e-05,-0.0010753497670364758,0.0,-1.8100291942602098e-05,-0.00034034625514678385,0.0,,,,,,
2024-08-03 22:00:59.492721,7.11252761167458e-05,0.0010754442726938537,0.0,-1.5699941928081855,-0.0031726936835847633,0.0,-1.4513478232558441e-05,0.0013971092918779865,0.0,-1.569979337221925,4.763874730610081e-05,0.0,-2.06404540286087e-05,-0.0010753497670998604,0.0,-1.810029194171392e-05,-0.00034034625534035406,0.0,,,,,,
2024-08-03 22:00:59.502734,7.11252761167458e-05,0.0010754442726972633,0.0,-1.5699941928081855,-0.00317269368351486,0.0,-1.4513478232558441e-05,0.0013971092916713044,0.0,-1.569979337221925,4.763874715387644e-05,0.0,-2.06404540286087e-05,-0.0010753497671038387,0.0,-1.810029194171392e-05,-0.0003403462551498811,0.0,,,,,,
2024-08-03 22:00:59.513169,7.11252761167458e-05,0.0010754442727050665,0.0,-1.5699941928081873,-0.0031726936835347504,0.0,-1.451347823344662e-05,0.001397109291753071,0.0,-1.569979337221925,4.763874707467287e-05,0.0,-2.06404540286087e-05,-0.0010753497670708562,0.0,-1.810029194082574e-05,-0.00034034625512466147,0.0,,,,,,
