time,shoulder_pan_joint_position,shoulder_pan_joint_velocity,shoulder_pan_joint_effort,shoulder_lift_joint_position,shoulder_lift_joint_velocity,shoulder_lift_joint_effort,elbow_joint_position,elbow_joint_velocity,elbow_joint_effort,wrist_1_joint_position,wrist_1_joint_velocity,wrist_1_joint_effort,wrist_2_joint_position,wrist_2_joint_velocity,wrist_2_joint_effort,wrist_3_joint_position,wrist_3_joint_velocity,wrist_3_joint_effort,force_x,force_y,force_z,torque_x,torque_y,torque_z
2024-08-03 22:10:03.902505,-0.9226235064547659,0.0020985059708823074,0.0,-1.4890705419390409,-0.0009909102800476398,0.0,1.77066728727009,0.045028047455956,0.0,-0.2816077102839065,-0.05473720396510409,0.0,0.6481736266274858,0.0029048595414062485,0.0,-4.660114180765618e-06,0.003585553362779481,0.0,,,,,,
2024-08-03 22:10:03.912824,-0.9226235064547614,0.0020985059750143844,0.0,-1.4890705419390604,-0.0009909102996495938,0.0,1.770667287270058,0.04502804742458454,0.0,-0.28160771028390563,-0.05473720396382937,0.0,0.6481736266274822,0.0029048595376861834,0.0,-4.66011425270807e-06,0.0035855534368586183,0.0,,,,,,
2024-08-03 22:10:03.922500,-0.922623506454757,0.002098505979047102,0.0,-1.48907054193908,-0.0009909103191647118,0.0,1.770667287270026,0.045028047393128774,0.0,-0.2816077102839065,-0.05473720396249792,0.0,0.6481736266274787,0.0029048595342485526,0.0,-4.660114321985986e-06,0.0035855535108845027,0.0,,,,,,
2024-08-03 22:10:03.932820,-0.9226235064547534,0.0020985059830215423,0.0,-1.4890705419390995,-0.0009909103386307077,0.0,1.770667287269994,0.04502804736193781,0.0,-0.2816077102839012,-0.054737203961259896,0.0,0.6481736266274751,0.002904859531286375,0.0,-4.660114391263903e-06,0.0035855535844081677,0.0,,,,,,
2024-08-03 22:10:03.942453,-0.922623506454749,0.0020985059872693245,0.0,-1.489070541939119,-0.0009909103578473015,0.0,1.7706672872699656,0.045028047330588544,0.0,-0.28160771028390297,-0.05473720396027342,0.0,0.6481736266274716,0.002904859527744738,0.0,-4.660114461429998e-06,0.0035855536582105104,0.0,,,,,,
2024-08-03 22:10:03.952701,-0.9226235064547446,0.002098505991242723,0.0,-1.4890705419391386,-0.0009909103771763713,0.0,1.7706672872699318,0.04502804729955992,0.0,-0.2816077102839003,-0.05473720395928068,0.0,0.6481736266274689,0.002904859524614627,0.0,-4.660114530707915e-06,0.0035855537316425022,0.0,,,,,,
2024-08-03 22:10:03.962359,-0.922623506454741,0.0020985059952527345,0.0,-1.4890705419391572,-0.0009909103965078084,0.0,1.7706672872699016,0.04502804726874532,0.0,-0.2816077102839012,-0.054737203958217136,0.0,0.6481736266274654,0.0029048595212415526,0.0,-4.660114599985832e-06,0.0035855538046885463,0.0,,,,,,
2024-08-03 22:10:03.972583,-0.9226235064547375,0.002098505999230118,0.0,-1.4890705419391776,-0.000990910415594085,0.0,1.7706672872698714,0.045028047237589096,0.0,-0.2816077102838985,-0.05473720395722144,0.0,0.6481736266274618,0.0029048595177784365,0.0,-4.660114670151927e-06,0.0035855538779149265,0.0,,,,,,
2024-08-03 22:10:03.982481,-0.922623506454733,0.0020985060031675877,0.0,-1.4890705419391963,-0.000990910434916483,0.0,1.7706672872698412,0.045028047206655666,0.0,-0.2816077102838985,-0.05473720395570058,0.0,0.6481736266274591,0.0029048595148102405,0.0,-4.660114737653487e-06,0.003585553950271889,0.0,,,,,,
2024-08-03 22:10:03.992804,-0.9226235064547286,0.002098506007358043,0.0,-1.4890705419392167,-0.0009909104539060217,0.0,1.7706672872698093,0.04502804717565306,0.0,-0.28160771028389764,-0.054737203954619396,0.0,0.6481736266274556,0.002904859511439756,0.0,-4.6601148069314036e-06,0.0035855540231347774,0.0,,,,,,
